pair,asset_class,venue_id,fee_rate,n_total_trades,n_winners,n_losers,win_rate,total_pnl_pct,avg_pnl_pct,avg_winner_pct,avg_loser_pct,profit_factor,sharpe_ratio,max_drawdown_pct,total_pnl_usdt,avg_hold_hours,median_hold_hours,half_life_hours,exit_target_count,exit_stoploss_count,exit_timestop_count,exit_partial_count,entry_ic,entry_ic_pvalue,validated_ic,validated_win_rate,kelly_safety,entry_threshold,exit_target,exit_stoploss,exit_stop_distance,exit_time_stop_h
AVAX_USDT/ATOM_USDT,CRYPTO,binance,0.001,647,484,163,0.7481,7.0572,0.0109,0.0202,-0.0168,3.5775,5.1175,-0.0195,11825.98,3.9,4.0,4,0,38,609,0,0.0708,0.0717,,,0.25,2.0,0.3,4.5,1.5,4
