trade_id,entry_timestamp,exit_timestamp,entry_zscore,entry_signal,entry_beta,entry_spread,direction,position_usdt,leg_a_usdt,leg_b_usdt,kelly_fraction,signal_strength,stop_zscore,target_zscore,min_hold_hours,exit_zscore,exit_reason,hours_held,partial_pnl_usdt,gross_pnl_pct,fee_cost_pct,net_pnl_pct,net_pnl_usdt,max_adverse_zscore,max_favorable_zscore,prediction_error_at_entry,beta_uncertainty_at_entry,is_winner
11,2022-12-19 22:00:00+00:00,2022-12-22 16:00:00+00:00,-3.7581,3.7581,0.6719,-0.027779,LONG_SPREAD,427.05,255.42,171.63,0.0455,STRONG,5.0,0.3758,45.1,0.6199,TARGET,66.0,11.81,0.032637,0.003,0.029637,24.46,2.5996,-3.7581,-0.027779,0.003681,True
12,2022-12-28 05:00:00+00:00,2022-12-29 16:00:00+00:00,-2.5265,2.5265,0.6577,-0.017361,LONG_SPREAD,287.11,173.2,113.91,0.0455,NORMAL,4.0265,0.2527,30.32,0.3647,TARGET,35.0,2.78,0.018606,0.003,0.015606,7.26,1.0714,-2.6247,-0.017361,0.003826,True
13,2022-12-29 20:00:00+00:00,2023-01-01 12:00:00+00:00,-4.7312,4.7312,0.6361,-0.033422,LONG_SPREAD,537.64,328.6,209.04,0.0455,STRONG,5.0,0.4731,56.77,0.7392,TARGET,64.0,16.52,0.037527,0.003,0.034527,35.08,1.357,-4.7312,-0.033422,0.003815,True
14,2023-01-04 02:00:00+00:00,2023-01-04 03:00:00+00:00,2.4348,-2.4348,0.6271,0.012185,SHORT_SPREAD,553.36,340.09,213.27,0.0455,NORMAL,3.9348,-0.2435,29.22,4.1133,STOPLOSS,1.0,0.0,-0.010127,0.003,-0.013127,-7.26,2.4348,4.1133,0.012185,0.003677,False
15,2023-01-04 04:00:00+00:00,2023-01-04 15:00:00+00:00,2.3572,-2.3572,0.6311,0.012129,SHORT_SPREAD,267.87,164.23,103.64,0.0455,NORMAL,3.8572,-0.2357,28.29,4.1051,STOPLOSS,11.0,2.32,-0.011573,0.003,-0.014573,-1.59,0.5927,4.1051,0.012129,0.003665,False
16,2023-01-04 18:00:00+00:00,2023-01-06 10:00:00+00:00,3.1478,-3.1478,0.6444,0.017626,SHORT_SPREAD,357.71,217.53,140.18,0.0455,STRONG,4.6478,-0.3148,37.77,-0.9992,TARGET,40.0,6.21,0.025434,0.003,0.022434,14.24,-1.24,3.1478,0.017626,0.003685,True
17,2023-01-08 16:00:00+00:00,2023-01-10 00:00:00+00:00,-2.6432,2.6432,0.6381,-0.016476,LONG_SPREAD,300.36,183.36,117.0,0.0455,NORMAL,4.1432,0.2643,31.72,0.9457,TARGET,32.0,3.15,0.021414,0.003,0.018414,8.68,2.2833,-2.6432,-0.016476,0.003776,True
18,2023-01-10 15:00:00+00:00,2023-01-11 18:00:00+00:00,3.1698,-3.1698,0.6366,0.017909,SHORT_SPREAD,360.2,220.1,140.1,0.0455,STRONG,4.6698,-0.317,38.04,5.0,STOPLOSS,27.0,4.75,-0.089431,0.003,-0.092431,-28.54,-1.9205,5.0,0.017909,0.003507,False
19,2023-01-12 00:00:00+00:00,2023-01-14 16:00:00+00:00,4.5663,-4.5663,0.7175,0.059059,SHORT_SPREAD,415.12,241.71,173.41,0.0455,STRONG,5.0,-0.4566,54.8,-0.4955,TARGET,64.0,19.14,0.066932,0.003,0.063932,45.68,-1.8999,4.5663,0.059059,0.003405,True
20,2023-01-17 15:00:00+00:00,2023-01-19 07:00:00+00:00,3.2773,-3.2773,0.763,0.049394,SHORT_SPREAD,297.93,168.99,128.94,0.0455,STRONG,4.7773,-0.3277,39.33,-0.653,TARGET,40.0,10.9,0.059013,0.003,0.056013,27.58,-1.2717,3.2773,0.049394,0.003206,True
21,2023-01-22 12:00:00+00:00,2023-01-24 09:00:00+00:00,2.0616,-2.0616,0.7588,0.03249,SHORT_SPREAD,234.27,133.2,101.07,0.0455,NORMAL,3.5616,-0.2062,24.74,-0.2598,TARGET,45.0,3.84,0.0344,0.003,0.0314,11.19,-1.6051,2.0616,0.03249,0.00308,True
22,2023-01-27 19:00:00+00:00,2023-01-27 22:00:00+00:00,2.0597,-2.0597,0.7867,0.033682,SHORT_SPREAD,468.11,261.99,206.12,0.0455,NORMAL,3.5597,-0.206,24.72,4.1108,STOPLOSS,3.0,0.0,-0.032978,0.003,-0.035978,-16.84,2.0597,4.1108,0.033682,0.003098,False
23,2023-01-28 00:00:00+00:00,2023-01-29 08:00:00+00:00,2.5997,-2.5997,0.8185,0.044858,SHORT_SPREAD,236.33,129.96,106.37,0.0455,NORMAL,4.0997,-0.26,31.2,-0.6174,TARGET,32.0,6.15,0.053208,0.003,0.050208,18.02,-1.268,2.5997,0.044858,0.003052,True
24,2023-02-01 16:00:00+00:00,2023-02-02 19:00:00+00:00,-2.0075,2.0075,0.7818,-0.031831,LONG_SPREAD,228.12,128.03,100.09,0.0455,NORMAL,3.5075,0.2007,24.09,0.2627,TARGET,27.0,4.58,0.037709,0.003,0.034709,12.49,4.8484,-2.0223,-0.031831,0.003035,True
25,2023-02-19 14:00:00+00:00,2023-02-21 00:00:00+00:00,2.5942,-2.5942,0.8117,0.02545,SHORT_SPREAD,294.8,162.72,132.08,0.0455,NORMAL,4.0942,-0.2594,31.13,-0.2819,TARGET,34.0,7.0,0.02896,0.003,0.02596,14.66,-0.8996,2.6973,0.02545,0.003073,True
