pair,asset_class,venue_id,fee_rate,n_total_trades,n_winners,n_losers,win_rate,total_pnl_pct,avg_pnl_pct,avg_winner_pct,avg_loser_pct,profit_factor,sharpe_ratio,max_drawdown_pct,total_pnl_usdt,avg_hold_hours,median_hold_hours,half_life_hours,exit_target_count,exit_stoploss_count,exit_timestop_count,exit_partial_count,entry_ic,entry_ic_pvalue,validated_ic,validated_win_rate,kelly_safety,entry_threshold,exit_target,exit_stoploss,exit_stop_distance,exit_time_stop_h
DOT_USDT/LINK_USDT,CRYPTO,binance,0.001,1319,1024,295,0.7763,9.9508,0.0075,0.0126,-0.0101,4.3511,6.6622,-0.0113,18515.63,2.0,2.0,2.31,0,60,1259,0,0.1594,0.0,,,0.25,2.0,0.3,4.5,1.5,2
